id,nummi,agerevq,couple,iris,sexe,tact
4045581,7558,020,2,765400404,2,11
4045582,7558,025,2,765400404,2,11
4045583,7559,070,2,765400601,1,21
4045584,7560,050,1,765400403,1,11
4045585,7560,015,2,765400403,1,22
4045586,7560,045,1,765400403,2,11
4045587,7561,030,2,765400202,2,11
4045588,7562,045,2,765400305,1,12
4045589,7562,020,2,765400305,1,22
4045590,7563,080,2,765400203,2,21
4045591,7564,075,1,765400202,1,21
4045592,7564,075,1,765400202,2,21
4045593,7565,065,2,765400901,2,21
4045594,7566,025,1,765400103,2,12
4045595,7566,025,1,765400103,1,12
4045596,7567,030,2,765401002,2,11
4045597,7568,040,2,765400404,1,12
4045598,7569,060,1,765400502,1,21
4045599,7569,060,1,765400502,2,21
4045600,7570,020,2,765400404,1,11
4045601,7571,020,2,765401002,2,11
4045602,7571,005,2,765401002,2,23
4045603,7571,045,2,765401002,2,11
4045604,7572,005,2,765401001,1,23
4045605,7572,005,2,765401001,1,23
4045606,7572,035,1,765401001,2,11
4045607,7572,010,2,765401001,1,23
4045608,7572,015,2,765401001,2,22
4045609,7572,045,1,765401001,1,25
4045610,7573,020,2,765400305,2,11
4045611,7574,055,2,765400701,1,25
4045612,7575,050,2,765400306,1,11
4045613,7576,020,2,765400203,1,11
4045614,7577,035,1,765400604,2,11
4045615,7577,035,1,765400604,1,11
4045616,7578,025,2,765400405,2,11
4045617,7579,025,2,765400204,1,12
4045618,7580,085,1,765400306,2,21
4045619,7580,085,1,765400306,1,21
4045620,7581,045,1,765400504,1,11
4045621,7581,050,1,765400504,1,11
4045622,7582,025,1,765401002,2,11
4045623,7582,030,1,765401002,1,11
4045624,7583,010,2,765400201,1,22
4045625,7583,075,2,765400201,2,21
4045626,7583,040,2,765400201,2,11
4045627,7584,020,2,765400103,2,22
4045628,7584,020,2,765400103,2,22
4045629,7585,035,1,765400102,2,11
4045630,7585,040,1,765400102,1,11
4045631,7586,070,2,765400203,2,21
4045632,7587,035,2,765400106,2,11
4045633,7587,015,2,765400106,1,12
4045634,7588,020,2,765401005,1,22
4045635,7588,020,2,765401005,1,22
4045636,7589,010,2,765400604,1,22
4045637,7589,015,2,765400604,1,25
4045638,7589,040,2,765400604,2,11
4045639,7590,045,2,765400103,2,11
4045640,7591,085,2,765400504,2,21
4045641,7592,025,2,765400201,2,11
4045642,7593,015,2,765400405,1,22
4045643,7594,050,2,765401003,2,25
4045644,7595,020,2,765400304,1,22
4045645,7596,035,2,765401004,1,11
4045646,7597,020,2,765400201,2,11
4045647,7598,055,1,765401001,2,11
4045648,7598,030,2,765401001,2,11
4045649,7598,060,1,765401001,1,11
4045650,7599,030,1,765401005,2,11
4045651,7599,040,1,765401005,1,11
4045652,7599,005,2,765401005,2,23
4045653,7599,000,2,765401005,1,23
4045654,7600,025,2,765400503,2,22
4045655,7600,030,1,765400503,1,11
4045656,7600,055,1,765400503,1,11
4045657,7600,050,1,765400503,1,11
4045658,7601,055,2,765400305,2,11
4045659,7602,050,2,765400504,2,11
4045660,7603,015,2,765400201,1,22
4045661,7604,025,1,765400405,1,11
4045662,7604,000,2,765400405,1,23
4045663,7604,025,1,765400405,2,11
4045664,7605,020,2,765400604,2,11
4045665,7606,010,2,765400404,1,23
4045666,7606,040,1,765400404,2,11
4045667,7606,005,2,765400404,1,23
4045668,7606,040,1,765400404,1,11
4045669,7607,025,1,765400203,1,12
4045670,7607,025,1,765400203,2,11
4045671,7608,010,2,765400201,2,23
4045672,7608,045,2,765400201,2,25
4045673,7609,050,1,765400901,1,25
4045674,7609,015,2,765400901,1,12
4045675,7609,045,1,765400901,2,11
4045676,7610,020,2,765400101,2,22
4045677,7610,020,2,765400101,2,22
4045678,7610,020,2,765400101,2,22
4045679,7611,075,2,765400104,2,21
4045680,7612,085,2,765400202,2,21
4045681,7613,060,2,765400202,2,21
4045682,7614,020,2,765400203,2,11
4045683,7614,030,2,765400203,1,11
4045684,7615,000,2,765400701,2,23
4045685,7615,025,1,765400701,2,11
4045686,7615,000,2,765400701,2,23
4045687,7615,000,2,765400701,2,23
4045688,7615,025,1,765400701,1,11
4045689,7616,050,2,765400404,2,11
4045690,7617,055,2,765400101,1,12
4045691,7618,020,1,765400901,1,11
4045692,7618,020,1,765400901,2,11
4045693,7619,020,2,765400101,2,22
4045694,7620,035,2,765400601,1,11
4045695,7621,025,1,765400502,2,11
4045696,7621,035,1,765400502,1,11
4045697,7622,020,1,765400305,2,11
4045698,7622,020,1,765400305,1,11
4045699,7623,010,2,765400901,1,23
4045700,7623,040,2,765400901,2,11
4045701,7624,005,2,765400201,1,23
4045702,7624,040,2,765400201,2,11
4045703,7624,000,2,765400201,1,23
4045704,7624,010,2,765400201,2,23
4045705,7625,020,2,765400103,1,11
4045706,7626,045,1,765400101,2,11
4045707,7626,040,1,765400101,1,11
4045708,7627,025,2,765400304,2,11
4045709,7628,070,2,765400203,2,21
4045710,7629,025,2,765400102,2,11
4045711,7630,030,1,765401003,2,11
4045712,7630,005,2,765401003,2,23
4045713,7630,030,1,765401003,1,25
4045714,7631,025,1,765400204,1,12
4045715,7632,020,2,765400101,1,11
4045716,7633,020,2,765400405,1,12
4045717,7634,015,2,765400202,1,22
4045718,7635,075,1,765400305,2,21
4045719,7635,070,1,765400305,1,21
4045720,7636,070,2,765400204,2,21
4045721,7637,030,1,765400103,1,11
4045722,7637,025,1,765400103,2,11
4045723,7638,050,2,765400102,2,11
4045724,7639,025,2,765400501,2,22
4045725,7640,020,2,765400404,1,22
4045726,7641,065,1,765400501,2,24
4045727,7641,080,1,765400501,1,21
4045728,7642,050,2,765400604,1,11
4045729,7643,020,1,765401001,2,11
4045730,7643,030,1,765401001,2,11
4045731,7644,030,2,765400601,1,12
4045732,7645,065,2,765400303,2,21
4045733,7646,040,2,765400204,2,12
4045734,7647,020,2,765400204,1,11
4045735,7648,030,2,765400602,1,11
4045736,7648,050,1,765400602,1,12
4045737,7648,020,1,765400602,2,12
4045738,7648,050,1,765400602,2,11
4045739,7649,070,1,765400504,2,21
4045740,7649,070,1,765400504,1,21
4045741,7650,075,1,765401003,1,21
4045742,7650,075,1,765401003,2,21
4045743,7651,065,2,765400105,1,21
4045744,7652,045,2,765400104,1,11
4045745,7653,030,1,765400602,1,11
4045746,7653,025,1,765400602,2,11
4045747,7654,085,2,765400602,2,11
4045748,7655,025,2,765401004,1,12
4045749,7656,055,2,765400305,1,11
4045750,7657,020,2,765400404,2,22
4045751,7658,015,2,765400402,2,22
4045752,7659,020,2,765400203,1,22
4045753,7660,030,2,765400106,2,11
4045754,7661,045,2,765400402,1,11
4045755,7661,015,2,765400402,2,22
4045756,7662,025,1,765400405,1,11
4045757,7662,000,2,765400405,2,23
4045758,7662,030,1,765400405,2,11
4045759,7662,000,2,765400405,2,23
4045760,7663,000,2,765400204,1,23
4045761,7663,000,2,765400204,1,23
4045762,7663,020,2,765400204,2,12
4045763,7664,025,2,765401003,2,11
4045764,7665,025,2,765400405,2,11
4045765,7666,030,2,765400403,2,11
4045766,7667,025,2,765400106,2,11
4045767,7668,025,1,765400201,2,11
4045768,7669,070,1,765400602,1,21
4045769,7669,065,1,765400602,2,21
4045770,7670,030,1,765400602,2,22
4045771,7670,015,2,765400602,1,22
4045772,7670,005,2,765400602,1,23
4045773,7670,035,1,765400602,1,12
4045774,7670,000,2,765400602,2,23
4045775,7670,005,2,765400602,2,23
4045776,7671,020,2,765400501,1,22
4045777,7672,015,2,765400204,1,22
4045778,7673,035,2,765400702,2,25
4045779,7674,015,2,765400104,1,11
4045780,7675,015,2,765400202,1,22
4045781,7676,000,2,765400203,2,23
4045782,7676,030,1,765400203,2,11
4045783,7676,030,1,765400203,1,11
4045784,7677,060,2,765400202,1,21
4045785,7678,055,2,765400504,2,21
4045786,7679,025,2,765400306,1,11
4045787,7680,060,2,765400306,2,21
4045788,7681,030,1,765400201,1,11
4045789,7681,030,1,765400201,2,11
4045790,7682,080,2,765400504,2,21
4045791,7683,000,2,765400405,1,23
4045792,7683,000,2,765400405,1,23
4045793,7683,025,2,765400405,2,24
4045794,7684,000,2,765400504,1,23
4045795,7684,030,1,765400504,1,11
4045796,7684,030,1,765400504,2,12
4045797,7684,000,2,765400504,1,23
4045798,7685,060,2,765400902,2,21
4045799,7686,000,2,765400202,1,23
4045800,7686,000,2,765400202,2,23
4045801,7686,035,1,765400202,2,11
4045802,7686,040,1,765400202,1,12
4045803,7687,035,1,765400601,2,11
4045804,7687,005,2,765400601,1,23
4045805,7687,005,2,765400601,2,23
4045806,7687,040,1,765400601,1,11
4045807,7688,025,2,765400404,1,11
4045808,7689,030,2,765400603,2,11
4045809,7690,035,2,765400502,2,12
4045810,7691,060,2,765401001,2,21
4045811,7692,040,1,765400601,1,11
4045812,7692,040,1,765400601,2,11
4045813,7692,010,2,765400601,2,23
4045814,7692,005,2,765400601,1,23
4045815,7693,020,2,765400101,2,22
4045816,7694,025,2,765400305,2,11
4045817,7695,020,1,765400901,2,24
4045818,7695,000,2,765400901,1,23
4045819,7695,025,1,765400901,1,12
4045820,7696,025,2,765400204,2,11
4045821,7697,055,2,765401002,2,11
4045822,7698,020,2,765400404,2,22
4045823,7699,025,1,765401005,1,12
4045824,7699,020,1,765401005,2,12
4045825,7700,055,1,765400306,2,11
4045826,7701,055,2,765400601,2,25
4045827,7702,020,2,765400305,2,11
4045828,7702,060,2,765400305,2,11
4045829,7703,035,2,765400802,2,12
4045830,7703,010,2,765400802,2,22
4045831,7703,005,2,765400802,2,23
4045832,7704,020,1,765400103,1,11
4045833,7704,020,1,765400103,2,11
4045834,7705,060,1,765400402,1,21
4045835,7705,055,1,765400402,2,24
4045836,7706,015,2,765400504,1,22
4045837,7706,015,2,765400504,2,22
4045838,7706,040,1,765400504,2,11
4045839,7706,055,1,765400504,1,11
4045840,7707,040,2,765401005,2,11
4045841,7707,015,2,765401005,2,22
4045842,7708,075,1,765400201,2,21
4045843,7709,035,2,765400601,2,11
4045844,7710,055,2,765400201,1,11
4045845,7711,015,2,765400202,2,22
4045846,7711,020,2,765400202,2,22
4045847,7712,055,2,765400304,2,25
4045848,7713,025,1,765400402,1,11
4045849,7713,025,1,765400402,2,11
4045850,7714,035,2,765400202,2,25
4045851,7714,000,2,765400202,2,23
4045852,7715,020,2,765400202,1,22
4045853,7715,050,1,765400202,2,11
4045854,7715,015,2,765400202,2,22
4045855,7715,050,1,765400202,1,11
4045856,7716,020,2,765400101,2,11
4045857,7717,020,2,765400602,1,25
4045858,7717,060,1,765400602,1,11
4045859,7717,055,1,765400602,2,21
4045860,7718,025,1,765400604,1,11
4045861,7718,025,1,765400604,2,11
4045862,7719,045,1,765400104,2,11
4045863,7719,050,1,765400104,1,11
4045864,7720,040,1,765400504,2,11
4045865,7720,045,1,765400504,1,11
4045866,7720,005,2,765400504,2,23
4045867,7720,010,2,765400504,1,23
4045868,7720,010,2,765400504,1,23
4045869,7721,040,2,765400901,2,25
4045870,7722,040,2,765400901,1,12
4045871,7723,015,2,765400601,2,22
4045872,7723,020,2,765400601,2,11
4045873,7724,005,2,765401005,2,23
4045874,7724,025,2,765401005,2,11
4045875,7725,055,2,765401001,2,25
4045876,7726,040,2,765400404,1,25
4045877,7727,005,2,765400303,2,23
4045878,7727,025,2,765400303,1,22
4045879,7727,030,1,765400303,1,25
4045880,7727,000,2,765400303,2,23
4045881,7727,000,2,765400303,1,23
4045882,7727,020,1,765400303,2,22
4045883,7728,075,2,765401003,1,21
4045884,7729,020,2,765400404,2,11
4045885,7730,000,2,765400202,1,23
4045886,7730,080,2,765400202,2,25
4045887,7730,035,1,765400202,2,11
4045888,7730,000,2,765400202,1,23
4045889,7730,005,2,765400202,2,23
4045890,7730,040,1,765400202,1,12
4045891,7731,065,2,765401005,1,21
4045892,7732,015,2,765400203,2,22
4045893,7733,065,1,765400402,2,11
4045894,7733,065,1,765400402,1,21
4045895,7734,055,1,765400702,2,11
4045896,7734,020,2,765400702,1,12
4045897,7734,050,1,765400702,1,11
4045898,7735,050,1,765400204,1,25
4045899,7735,020,1,765400204,2,11
4045900,7735,010,2,765400204,2,23
4045901,7736,035,2,765400501,1,12
4045902,7737,030,2,765400801,1,12
4045903,7738,045,2,765400501,2,11
4045904,7739,050,2,765400204,2,11
4045905,7740,030,1,765400901,2,12
4045906,7740,000,2,765400901,1,23
4045907,7740,005,2,765400901,1,23
4045908,7740,040,1,765400901,1,25
4045909,7740,005,2,765400901,2,23
4045910,7741,065,1,765400101,1,21
4045911,7741,060,1,765400101,2,21
4045912,7742,045,1,765401002,1,11
4045913,7742,050,1,765401002,2,24
4045914,7743,025,2,765400402,1,11
4045915,7744,075,2,765400503,2,21
4045916,7745,075,2,765400202,2,21
4045917,7746,020,2,765400204,2,11
4045918,7747,065,2,765400105,1,21
4045919,7748,030,2,765400304,1,11
4045920,7749,045,2,765401003,1,11
4045921,7750,020,2,765400404,1,22
4045922,7750,015,2,765400404,1,22
4045923,7751,055,1,765400601,1,11
4045924,7751,055,1,765400601,2,21
4045925,7752,025,2,765400203,2,11
4045926,7753,020,2,765400404,2,22
4045927,7754,055,1,765400301,2,11
4045928,7755,035,2,765400701,1,11
4045929,7756,050,2,765401002,1,12
4045930,7757,035,1,765401004,1,11
4045931,7757,000,2,765401004,2,23
4045932,7757,040,2,765401004,2,11
4045933,7758,065,2,765400602,2,21
4045934,7759,030,2,765400104,2,11
4045935,7759,025,2,765400104,2,11
4045936,7760,025,1,765400501,2,11
4045937,7760,040,1,765400501,1,11
4045938,7761,025,1,765400103,2,11
4045939,7761,030,1,765400103,1,11
4045940,7762,015,2,765401003,2,11
4045941,7762,010,2,765401003,2,22
4045942,7762,065,1,765401003,1,21
4045943,7762,050,1,765401003,2,11
4045944,7763,020,2,765400102,2,22
4045945,7764,040,2,765400104,1,25
4045946,7765,035,2,765400204,1,11
4045947,7766,000,2,765400305,2,23
4045948,7766,020,1,765400305,2,11
4045949,7766,030,1,765400305,1,11
4045950,7767,030,1,765400305,1,11
4045951,7767,000,2,765400305,2,23
4045952,7767,030,1,765400305,2,11
4045953,7768,060,2,765400901,2,21
4045954,7769,025,2,765400103,1,11
4045955,7770,015,2,765400202,2,22
4045956,7771,015,2,765400103,2,22
4045957,7772,045,2,765400404,1,11
4045958,7773,070,1,765400404,1,21
4045959,7773,075,1,765400404,2,21
4045960,7774,015,2,765400202,1,12
4045961,7775,070,2,765400503,2,21
4045962,7776,015,2,765400304,1,22
4045963,7777,020,2,765400101,1,22
4045964,7778,025,2,765400405,1,11
4045965,7779,020,2,765400106,2,11
4045966,7780,085,2,765400405,2,21
4045967,7781,025,1,765400601,1,11
4045968,7781,025,1,765400601,2,12
4045969,7781,000,2,765400601,1,23
4045970,7782,020,1,765400604,1,11
4045971,7782,020,1,765400604,2,11
4045972,7783,005,2,765400602,1,23
4045973,7783,040,1,765400602,2,12
4045974,7783,040,1,765400602,1,11
4045975,7783,015,2,765400602,2,22
4045976,7784,030,2,765400103,1,11
4045977,7785,025,2,765400601,1,12
4045978,7785,050,1,765400601,2,11
4045979,7786,080,2,765400202,2,21
4045980,7787,020,1,765400403,1,11
4045981,7787,020,1,765400403,2,11
4045982,7788,030,2,765400802,1,12
4045983,7788,030,2,765400802,2,25
4045984,7788,060,1,765400802,2,24
4045985,7788,020,2,765400802,2,22
4045986,7788,060,1,765400802,1,11
4045987,7789,020,2,765400404,1,22
4045988,7790,085,2,765400601,2,21
4045989,7791,055,2,765401004,2,11
4045990,7791,030,2,765401004,2,12
4045991,7792,020,1,765400901,1,25
4045992,7792,045,1,765400901,2,12
4045993,7793,040,2,765400106,1,11
4045994,7794,060,1,765401005,1,21
4045995,7794,055,1,765401005,2,21
4045996,7795,030,2,765401005,2,22
4045997,7796,010,2,765400105,1,22
4045998,7796,045,2,765400105,2,11
4045999,7796,015,2,765400105,1,22
4046000,7796,015,2,765400105,1,22
4046001,7797,025,1,765400402,1,11
4046002,7797,025,1,765400402,2,12
4046003,7798,025,2,765400403,2,22
4046004,7799,065,2,765400404,2,21
4046005,7799,030,1,765400404,1,22
4046006,7800,030,2,765401001,1,11
4046007,7801,085,2,765400202,2,21
4046008,7802,075,2,765400201,1,21
4046009,7803,085,2,765400901,2,21
4046010,7804,015,2,765400202,1,22
4046011,7804,040,1,765400202,1,11
4046012,7804,040,1,765400202,2,11
4046013,7805,060,1,765401002,1,11
4046014,7805,060,1,765401002,2,11
4046015,7806,015,2,765400103,1,22
4046016,7806,005,2,765400103,1,23
4046017,7806,045,2,765400103,1,11
4046018,7806,015,2,765400103,1,22
4046019,7807,035,2,765400602,2,11
4046020,7808,020,1,765400306,2,11
4046021,7808,020,1,765400306,1,11
4046022,7809,030,2,765400203,1,11
4046023,7810,055,1,765401001,1,12
4046024,7810,055,1,765401001,2,25
4046025,7811,055,1,765400603,1,21
4046026,7811,055,1,765400603,2,11
4046027,7812,020,2,765400204,2,22
4046028,7813,045,1,765400404,2,11
4046029,7814,060,1,765400503,2,21
4046030,7814,065,1,765400503,1,11
4046031,7815,035,2,765401004,2,25
4046032,7816,075,1,765400403,1,21
4046033,7816,075,1,765400403,2,21
4046034,7817,030,2,765400303,2,11
4046035,7818,010,2,765400103,2,22
4046036,7818,015,2,765400103,1,22
4046037,7818,040,2,765400103,1,11
4046038,7819,035,1,765401002,2,11
4046039,7819,030,1,765401002,1,11
4046040,7820,090,2,765400201,2,21
4046041,7821,040,2,765400102,1,11
4046042,7822,050,1,765400802,1,25
4046043,7822,020,2,765400802,1,12
4046044,7822,045,1,765400802,2,12
4046045,7823,020,2,765400601,1,11
4046046,7823,055,1,765400601,1,11
4046047,7823,060,1,765400601,2,11
4046048,7823,020,2,765400601,1,22
4046049,7824,040,2,765400502,1,11
4046050,7825,040,2,765401001,2,12
4046051,7826,075,1,765400702,2,21
4046052,7826,065,1,765400702,1,21
4046053,7827,075,2,765401003,2,21
4046054,7828,025,2,765400101,1,11
4046055,7829,060,1,765400901,2,21
4046056,7829,065,1,765400901,1,21
4046057,7830,060,2,765400502,1,12
4046058,7831,050,1,765400604,1,11
4046059,7831,055,1,765400604,2,12
4046060,7832,010,2,765400304,2,23
4046061,7832,035,1,765400304,2,12
4046062,7832,005,2,765400304,1,23
4046063,7832,005,2,765400304,1,23
4046064,7832,045,1,765400304,1,12
4046065,7832,015,2,765400304,2,22
4046066,7833,015,2,765400503,2,22
4046067,7833,020,2,765400503,2,22
4046068,7833,050,1,765400503,2,11
4046069,7833,015,2,765400503,2,22
4046070,7833,055,1,765400503,1,11
4046071,7834,060,2,765400305,2,11
4046072,7835,050,1,765400701,1,11
4046073,7836,055,2,765400104,1,11
4046074,7837,030,2,765400306,1,11
4046075,7837,025,2,765400306,1,12
4046076,7838,025,1,765400601,1,11
4046077,7838,020,1,765400601,2,11
4046078,7839,020,2,765400405,1,12
4046079,7840,020,2,765400204,2,22
4046080,7841,045,2,765400402,1,11
4046081,7842,090,2,765400202,1,21
4046082,7843,000,2,765400502,1,23
4046083,7843,030,2,765400502,2,12
4046084,7844,065,1,765400501,1,21
4046085,7845,000,2,765400304,2,23
4046086,7845,000,2,765400304,2,23
4046087,7845,030,1,765400304,2,11
4046088,7845,030,1,765400304,1,12
4046089,7846,015,2,765400502,1,22
4046090,7847,000,2,765400502,1,23
4046091,7847,005,2,765400502,2,23
4046092,7847,035,1,765400502,1,11
4046093,7847,030,1,765400502,2,11
4046094,7848,015,2,765400306,1,22
4046095,7849,035,1,765400501,1,11
4046096,7849,000,2,765400501,2,23
4046097,7849,030,1,765400501,2,11
4046098,7850,045,2,765400504,1,11
4046099,7851,030,1,765401004,1,11
4046100,7851,025,1,765401004,2,12
4046101,7851,000,2,765401004,1,23
4046102,7851,000,2,765401004,2,23
4046103,7852,020,2,765400106,1,22
4046104,7853,065,2,765400901,2,21
4046105,7854,080,1,765401005,1,21
4046106,7854,085,1,765401005,2,21
4046107,7855,050,2,765400403,1,11
4046108,7856,040,1,765400201,1,11
4046109,7856,040,1,765400201,2,11
4046110,7856,000,2,765400201,1,23
4046111,7857,045,2,765400203,2,11
4046112,7858,045,2,765400104,2,11
4046113,7859,005,2,765401002,1,23
4046114,7859,000,2,765401002,2,23
4046115,7859,025,2,765401002,2,11
4046116,7859,010,2,765401002,1,22
4046117,7859,035,2,765401002,2,11
4046118,7860,060,2,765401001,1,11
4046119,7861,020,1,765400201,2,12
4046120,7861,020,1,765400201,1,11
4046121,7862,045,2,765400602,2,24
4046122,7862,020,2,765400602,1,12
4046123,7862,015,2,765400602,1,12
4046124,7863,020,1,765400305,2,11
4046125,7863,020,1,765400305,1,11
4046126,7864,030,2,765400404,1,11
4046127,7865,015,2,765401002,1,22
4046128,7865,010,2,765401002,2,23
4046129,7865,045,1,765401002,2,11
4046130,7865,045,1,765401002,1,11
4046131,7866,035,1,765401001,2,11
4046132,7866,005,2,765401001,1,23
4046133,7866,000,2,765401001,2,23
4046134,7866,035,1,765401001,1,11
4046135,7866,005,2,765401001,2,23
4046136,7867,090,2,765400401,2,21
4046137,7868,055,2,765401001,2,25
4046138,7869,015,2,765400501,1,22
4046139,7869,015,2,765400501,1,22
4046140,7869,010,2,765400501,2,23
4046141,7869,045,1,765400501,2,11
4046142,7869,010,2,765400501,1,22
4046143,7869,045,1,765400501,1,11
4046144,7870,015,2,765400404,1,22
4046145,7871,050,1,765400401,2,11
4046146,7871,050,1,765400401,1,11
4046147,7872,020,2,765400305,1,11
4046148,7873,080,2,765400202,2,21
4046149,7873,050,2,765400202,1,12
4046150,7874,045,1,765400402,2,11
4046151,7874,020,2,765400402,1,11
4046152,7874,050,1,765400402,1,11
4046153,7874,015,2,765400402,2,22
4046154,7875,035,2,765400602,2,11
4046155,7875,005,2,765400602,1,23
4046156,7876,015,2,765400105,2,22
4046157,7877,070,2,765400104,2,21
4046158,7878,020,2,765400305,1,22
4046159,7878,020,2,765400305,1,22
4046160,7879,030,1,765400702,1,11
4046161,7880,020,1,765400102,1,22
4046162,7880,020,1,765400102,2,11
4046163,7881,015,2,765400402,2,22
4046164,7881,015,2,765400402,1,22
4046165,7881,045,1,765400402,1,11
4046166,7881,045,1,765400402,2,11
4046167,7882,055,2,765400201,1,12
4046168,7883,080,1,765400104,1,21
4046169,7883,080,1,765400104,2,21
